,year,company name,car model,km driven,ownership,Fuel,Price,Transmission,Variant,City
2151,2019,Honda,Civic,"24,716",1st Owner,Petrol,"₹13,84,399",Automatic,VX CVT i-VTEC Automatic,Vadodara
2152,2018,Maruti,Celerio,"41,352",2nd Owner,Petrol,"₹4,40,199",Automatic,ZXI AMT Automatic,Vadodara
2153,2015,Renault,Kwid,"16,332",1st Owner,Petrol,"₹2,67,499",Manual,RXT Manual,Bhopal
2154,2019,Honda,Amaze,"16,820",1st Owner,Petrol,"₹5,59,899",Manual,1.2 SMT I VTEC Manual,Bhopal
2155,2013,Maruti,Alto 800,"1,04,417",1st Owner,Petrol,"₹2,23,599",Manual,LXI Manual,Bhopal
2156,2014,Honda,City,"38,688",1st Owner,Petrol,"₹5,39,799",Automatic,SV CVT PETROL Automatic,Bhopal
2157,2016,Hyundai,Creta,"51,149",1st Owner,Petrol,"₹8,25,399",Manual,1.6 S Manual,Bhopal
2158,2021,Honda,Amaze,"6,779",1st Owner,Petrol,"₹7,81,999",Manual,1.2 VXMT I VTEC Manual,Bhopal
2159,2018,Mahindra,Bolero,"87,667",1st Owner,Diesel,"₹6,79,399",Manual,Power+ ZLX Manual,Bhopal
2160,2021,MG,HECTOR,"3,690",1st Owner,Petrol,"₹18,33,899",Automatic,SHARP DCT PETROL Automatic,Bhopal
2161,2018,Ford,Ecosport,"41,951",1st Owner,Diesel,"₹7,85,299",Manual,1.5 TREND+ TDCI Manual,Bhopal
2162,2018,Maruti,Baleno,"56,737",1st Owner,Diesel,"₹5,95,699",Manual,DELTA DDIS 190 Manual,Bhopal
2163,2017,Hyundai,Grand i10,"14,989",1st Owner,Petrol,"₹5,05,499",Manual,ASTA 1.2 KAPPA VTVT Manual,Bhopal
2164,2020,Maruti,Alto,"12,113",1st Owner,Petrol,"₹3,50,699",Manual,LXI Manual,Bhopal
2165,2018,Maruti,Alto 800,"19,153",1st Owner,Petrol,"₹3,36,099",Manual,LXI OPT Manual,Bhopal
2166,2019,Maruti,Eeco,"31,019",1st Owner,Petrol,"₹3,87,599",Manual,5 STR WITH AC PLUSHTR Manual,Bhopal
2167,2020,Ford,Ecosport,"29,864",1st Owner,Diesel,"₹9,69,699",Manual,1.5TITANIUM TDCI Manual,Bhopal
2168,2019,Hyundai,Grand i10,"32,576",1st Owner,Petrol,"₹5,90,599",Manual,SPORTZ DUAL TONE 1.2 VTVT Manual,Bhopal
2169,2015,Maruti,Swift,"37,184",1st Owner,Petrol,"₹4,46,599",Manual,VXI Manual,Bhopal
2170,2017,Maruti,Swift,"1,14,068",1st Owner,Petrol,"₹4,51,799",Manual,VXI Manual,Bhopal
2171,2020,Maruti,Baleno,"9,174",1st Owner,Petrol,"₹6,56,399",Manual,ZETA 1.2 K12 Manual,Bhopal
2172,2019,Maruti,Baleno,"17,804",1st Owner,Petrol,"₹6,10,699",Manual,DELTA 1.2 K12 Manual,Bhopal
2173,2016,Maruti,Celerio,"49,794",1st Owner,Petrol,"₹3,50,099",Manual,VXI Manual,Chandigarh
2174,2019,Hyundai,Elite i20,"35,462",1st Owner,Petrol,"₹6,53,399",Manual,1.2 SPORTZ PLUS DUAL TONE VTVT Manual,Chandigarh
2175,2013,Toyota,Innova,"1,02,551",2nd Owner,Diesel,"₹6,26,999",Manual,2.5 VX 7 STR BS IV Manual,Chandigarh
2176,2020,Maruti,Baleno,"6,268",1st Owner,Petrol,"₹5,59,299",Manual,SIGMA 1.2 K12 Manual,Chandigarh
2177,2020,Mahindra,Scorpio,"15,963",1st Owner,Diesel,"₹16,98,499",Manual,S11 Manual,Chandigarh
2178,2016,Hyundai,Creta,"52,688",1st Owner,Petrol,"₹8,61,499",Manual,1.6 SX PLUS VTVT Manual,Chandigarh
2179,2017,Toyota,Etios Liva,"37,402",1st Owner,Petrol,"₹4,63,699",Manual,V Manual,Chandigarh
2180,2018,Volkswagen,Ameo,"18,637",2nd Owner,Petrol,"₹5,28,099",Manual,COMFORTLINE 1.0 Manual,Chandigarh
2181,2015,Maruti,S Cross,"1,24,918",1st Owner,Diesel,"₹5,06,699",Manual,DELTA 1.3 Manual,Chandigarh
2182,2016,Hyundai,Tucson New,"76,851",1st Owner,Diesel,"₹16,77,299",Automatic,2WD AT GLS DIESEL Automatic,Chandigarh
2183,2014,Maruti,Swift Dzire,"84,430",1st Owner,Diesel,"₹5,09,099",Manual,VDI BS IV Manual,Chandigarh
2184,2017,Hyundai,Elite i20,"53,302",1st Owner,Petrol,"₹5,50,999",Manual,SPORTZ 1.2 Manual,Chandigarh
2185,2016,Maruti,Vitara Brezza,"1,13,356",1st Owner,Diesel,"₹7,27,999",Manual,ZDI Manual,Chandigarh
2186,2016,Maruti,Celerio,"55,107",1st Owner,Petrol,"₹3,96,399",Manual,VXI Manual,Chandigarh
2187,2016,Maruti,Vitara Brezza,"90,783",2nd Owner,Diesel,"₹6,69,099",Manual,ZDI Manual,Chandigarh
2188,2016,Hyundai,Elite i20,"32,920",2nd Owner,Petrol,"₹5,38,199",Manual,ASTA 1.2 Manual,Chandigarh
2189,2018,Hyundai,Creta,"66,138",1st Owner,Diesel,"₹9,08,199",Manual,1.4 E PLUS CRDI Manual,Chandigarh
2190,2016,Maruti,Vitara Brezza,"69,990",1st Owner,Diesel,"₹7,42,199",Manual,ZDI PLUS Manual,Chandigarh
2191,2016,Maruti,Baleno,"45,653",1st Owner,Petrol,"₹5,06,999",Manual,DELTA 1.2 K12 Manual,Chandigarh
2192,2016,Hyundai,Elite i20,"25,697",1st Owner,Petrol,"₹5,48,399",Manual,SPORTZ 1.2 Manual,Chandigarh
2193,2013,Maruti,Swift,"1,04,175",1st Owner,Diesel,"₹3,84,299",Manual,VDI Manual,Chandigarh
2194,2018,Ford,Ecosport,"34,586",1st Owner,Diesel,"₹7,08,099",Manual,1.5 TREND TDCI Manual,Chandigarh
2195,2020,Volkswagen,Polo,"13,071",1st Owner,Petrol,"₹7,35,599",Manual,HIGHLINE PLUS 1.0 TSI Manual,Chandigarh
2196,2017,Maruti,Swift,"24,813",1st Owner,Petrol,"₹5,32,399",Manual,VXI Manual,Chandigarh
2197,2015,Maruti,Swift Dzire,"65,774",2nd Owner,Petrol,"₹4,46,099",Manual,VXI 1.2 BS IV Manual,Chandigarh
2198,2019,Hyundai,Elite i20,"36,660",2nd Owner,Petrol,"₹6,99,399",Manual,1.2 SPORTS PLUS VTVT Manual,Chandigarh
2199,2018,Maruti,Dzire,"42,644",1st Owner,Petrol,"₹5,63,399",Manual,VXI Manual,Chandigarh
2200,2018,Hyundai,Elite i20,"22,897",1st Owner,Petrol,"₹5,79,399",Manual,Magna Executive 1.2 Manual,Chandigarh
2201,2016,Skoda,Rapid,"1,01,804",1st Owner,Diesel,"₹5,64,399",Manual,1.5 ACTIVE TDI MT Manual,Chandigarh
2202,2016,Maruti,Baleno,"42,005",2nd Owner,Petrol,"₹5,16,199",Manual,ALPHA 1.2 K12 Manual,Chandigarh
2203,2019,Ford,Ecosport,"20,489",1st Owner,Petrol,"₹8,69,999",Manual,1.5 TREND TI VCT Manual,Chandigarh
2204,2018,Maruti,Swift,"26,143",1st Owner,Petrol,"₹5,64,799",Manual,VXI Manual,Chandigarh
2205,2017,Maruti,Swift,"37,889",1st Owner,Petrol,"₹5,62,499",Manual,VXI Manual,Chandigarh
2206,2019,Maruti,New Wagon-R,"51,992",1st Owner,Petrol,"₹4,78,699",,LXI 1.0 L,Chandigarh
2207,2018,Hyundai,Elite i20,"51,795",1st Owner,Diesel,"₹7,24,399",Manual,ASTA 1.4 CRDI Manual,Chandigarh
2208,2015,Hyundai,Grand i10,"76,868",1st Owner,Petrol,"₹3,76,599",Manual,MAGNA 1.2 KAPPA VTVT Manual,Chandigarh
2209,2021,Maruti,Baleno,"11,162",1st Owner,Petrol,"₹7,19,799",Manual,ZETA 1.2 K12 Manual,Chandigarh
2210,2015,Maruti,Ciaz,"77,990",1st Owner,Diesel,"₹6,79,199",Manual,ZDI Manual,Chandigarh
2211,2012,Hyundai,i10,"1,02,731",2nd Owner,Petrol,"₹2,73,499",Manual,SPORTZ 1.2 KAPPA2 Manual,Chandigarh
2212,2018,Hyundai,Elite i20,"35,567",1st Owner,Petrol,"₹6,20,799",Manual,ASTA 1.2 (O) Manual,Chandigarh
2213,2017,Maruti,IGNIS,"23,902",2nd Owner,Petrol,"₹4,35,099",Manual,DELTA 1.2 K12 Manual,Chandigarh
2214,2014,Honda,Brio,"51,642",3rd Owner,Petrol,"₹3,67,999",Manual,1.2 S MT I VTEC Manual,Chandigarh
2215,2016,Toyota,Fortuner,"1,96,688",1st Owner,Diesel,"₹19,29,699",Automatic,3.0 AT 4X2 Automatic,Chandigarh
2216,2017,Maruti,Alto 800,"37,837",1st Owner,Petrol,"₹2,86,699",Manual,LXI Manual,Chandigarh
2217,2018,Hyundai,Creta,"50,115",2nd Owner,Petrol,"₹12,39,899",Automatic,1.6 SX PLUS AUTO PETROL Automatic,Chandigarh
2218,2014,Hyundai,Grand i10,"34,297",1st Owner,Petrol,"₹3,63,099",Manual,MAGNA 1.2 KAPPA VTVT Manual,Chandigarh
2219,2020,Maruti,Eeco,"2,074",1st Owner,Petrol,"₹4,22,199",Manual,5 STR WITH AC PLUSHTR Manual,Chandigarh
2220,2014,Maruti,Alto K10,"52,779",2nd Owner,Petrol,"₹2,66,299",Manual,VXI Manual,Chandigarh
2221,2019,Hyundai,Grand i10,"21,602",2nd Owner,Petrol,"₹4,85,199",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Chandigarh
2222,2014,Toyota,Fortuner,"1,88,693",1st Owner,Diesel,"₹14,54,599",Automatic,3.0 AT 4X2 Automatic,Chandigarh
2223,2018,Maruti,IGNIS,"15,944",1st Owner,Petrol,"₹5,56,499",Automatic,ZETA 1.2 K12 AMT Automatic,Chandigarh
2224,2019,Maruti,Dzire,"34,268",1st Owner,Petrol,"₹7,55,699",Automatic,ZXI AMT Automatic,Chandigarh
2225,2020,Maruti,S PRESSO,"30,974",1st Owner,Petrol,"₹3,99,999",Manual,VXI Manual,Chandigarh
2226,2016,Hyundai,Elite i20,"94,709",1st Owner,Petrol,"₹5,15,699",Manual,ASTA 1.2 Manual,Chandigarh
2227,2017,Maruti,Vitara Brezza,"95,064",1st Owner,Diesel,"₹7,25,299",Manual,ZDI Manual,Chandigarh
2228,2018,Maruti,Vitara Brezza,"1,21,255",1st Owner,Diesel,"₹6,33,999",Manual,LDI Manual,Chandigarh
2229,2019,Maruti,Alto K10,"51,285",1st Owner,Petrol,"₹3,29,599",Manual,VXI Manual,Chandigarh
2230,2018,Maruti,S Cross,"1,49,171",1st Owner,Diesel,"₹7,36,499",Manual,ALPHA SHVS Manual,Chandigarh
2231,2019,Maruti,Alto 800,"27,444",1st Owner,Petrol,"₹3,07,799",Manual,LXI Manual,Chandigarh
2232,2017,Maruti,Alto 800,"44,509",2nd Owner,Petrol,"₹3,10,399",Manual,VXI Manual,Chandigarh
2233,2014,Maruti,Alto K10,"34,674",1st Owner,Petrol,"₹2,84,999",Manual,VXI Manual,Chandigarh
2234,2017,Maruti,Vitara Brezza,"67,677",1st Owner,Diesel,"₹8,48,499",Manual,ZDI PLUS Manual,Chandigarh
2235,2019,Hyundai,Grand i10,"4,910",1st Owner,Petrol,"₹5,41,599",Manual,1.2 KAPPA SPORTZ (O) Manual,Chandigarh
2236,2017,Maruti,Alto 800,"13,360",1st Owner,Petrol,"₹3,08,199",Manual,LXI Manual,Chandigarh
2237,2016,Maruti,Alto K10,"85,161",3rd Owner,Petrol,"₹3,21,299",,VXI AMT,Chandigarh
2238,2020,Maruti,Alto,"4,895",1st Owner,Petrol,"₹3,16,399",Manual,LXI Manual,Chandigarh
2239,2016,Maruti,Alto K10,"46,912",1st Owner,Petrol,"₹2,92,699",Manual,VXI Manual,Chandigarh
2240,2016,Maruti,Alto K10,"1,42,325",1st Owner,Petrol,"₹2,97,799",Manual,VXI Manual,Chandigarh
2241,2017,Maruti,Alto K10,"51,559",1st Owner,Petrol,"₹3,39,699",Manual,VXI Manual,Chandigarh
2242,2018,Maruti,Alto 800,"14,797",1st Owner,Petrol,"₹3,16,199",Manual,LXI Manual,Chandigarh
2243,2014,Maruti,Alto K10,"40,598",1st Owner,Petrol,"₹2,89,899",Manual,VXI Manual,Chandigarh
2244,2019,Maruti,Alto,"29,782",2nd Owner,Petrol,"₹3,38,399",Manual,LXI Manual,Chandigarh
2245,2019,Maruti,Alto,"21,768",2nd Owner,Petrol,"₹3,23,399",Manual,LXI Manual,Chandigarh
2246,2019,Hyundai,NEW SANTRO,"7,450",1st Owner,Petrol,"₹4,90,599",Manual,SPORTZ 1.1 Manual,Chandigarh
2247,2016,Maruti,Alto K10,"39,013",1st Owner,Petrol,"₹3,21,099",Manual,VXI Manual,Chandigarh
2248,2019,Maruti,Alto,"52,778",1st Owner,Petrol,"₹3,49,799",Manual,LXI Manual,Chandigarh
2249,2016,Maruti,Alto K10,"30,268",1st Owner,Petrol,"₹3,12,799",Manual,VXI Manual,Chandigarh
2250,2020,Maruti,S PRESSO,"9,426",1st Owner,Petrol,"₹4,39,399",Manual,VXI PLUS Manual,Chandigarh
2251,2019,Maruti,Alto K10,"35,040",1st Owner,Petrol,"₹3,66,499",Manual,VXI OPT. MT Manual,Chandigarh
2252,2019,Maruti,Alto K10,"16,158",1st Owner,Petrol,"₹3,47,499",Manual,VXI Manual,Chandigarh
2253,2020,Maruti,Alto,"3,942",1st Owner,Petrol,"₹3,26,199",Manual,LXI Manual,Chandigarh
2254,2018,Maruti,Alto 800,"11,532",1st Owner,Petrol,"₹3,25,699",Manual,VXI Manual,Chandigarh
2255,2017,Maruti,Alto K10,"50,739",1st Owner,Petrol,"₹3,50,599",Manual,VXI Manual,Chandigarh
2256,2018,Maruti,Alto K10,"31,241",1st Owner,Petrol,"₹3,62,199",Manual,VXI Manual,Chandigarh
2257,2017,Maruti,Alto K10,"48,513",1st Owner,Petrol,"₹3,47,199",Manual,VXI Manual,Chandigarh
2258,2012,Maruti,Alto K10,"56,375",1st Owner,Petrol,"₹3,17,999",Manual,VXI Manual,Chandigarh
2259,2020,Maruti,Alto,963,1st Owner,Petrol,"₹3,70,899",Manual,VXI Manual,Chandigarh
2260,2018,Maruti,Alto K10,"32,160",1st Owner,Petrol,"₹3,58,099",Manual,VXI Manual,Chandigarh
2261,2017,Maruti,Alto K10,"41,118",1st Owner,Petrol,"₹3,48,699",Manual,VXI Manual,Chandigarh
2262,2017,Maruti,Alto K10,"82,036",1st Owner,Petrol,"₹3,50,099",Manual,VXI Manual,Chandigarh
2263,2018,Maruti,Alto K10,"18,980",1st Owner,Petrol,"₹3,62,499",Manual,VXI Manual,Chandigarh
2264,2017,Maruti,Alto K10,"17,983",1st Owner,Petrol,"₹3,51,099",Manual,VXI Manual,Chandigarh
2265,2017,Maruti,Alto K10,"20,037",1st Owner,Petrol,"₹3,43,499",Manual,VXI Manual,Chandigarh
2266,2020,Maruti,Alto,"3,923",1st Owner,Petrol,"₹3,82,799",Manual,VXI Manual,Chandigarh
2267,2018,Maruti,Alto K10,"15,959",1st Owner,Petrol,"₹3,59,199",Manual,VXI Manual,Chandigarh
2268,2019,Maruti,Alto K10,"13,449",1st Owner,Petrol,"₹3,92,099",Manual,VXI Manual,Chandigarh
2269,2017,Maruti,Alto K10,"26,903",1st Owner,Petrol,"₹3,57,999",Manual,VXI Manual,Chandigarh
2270,2017,Maruti,Alto K10,"25,698",1st Owner,Petrol,"₹3,48,599",Manual,VXI Manual,Chandigarh
2271,2019,Maruti,Alto K10,"8,420",1st Owner,Petrol,"₹4,51,399",Manual,VXI (O) AMT Manual,Chandigarh
2272,2018,Maruti,Swift,"25,690",1st Owner,Petrol,"₹5,58,199",Manual,VXI Manual,Chandigarh
2273,2014,Datsun,Go,"64,298",1st Owner,Petrol,"₹1,93,399",Manual,T Manual,Chandigarh
2274,2018,Renault,Kwid,"28,514",1st Owner,Petrol,"₹2,95,899",Manual,RXL Manual,Chandigarh
2275,2019,Mahindra,MARAZZO,"81,059",2nd Owner,Diesel,"₹7,88,399",,M2 8 STR,Chandigarh
2276,2020,Hyundai,AURA,"13,735",1st Owner,Petrol,"₹6,81,799",Manual,SX PETROL Manual,Chandigarh
2277,2015,Renault,Kwid,"20,827",1st Owner,Petrol,"₹2,84,899",Manual,RXT Opt Manual,Chandigarh
2278,2018,Ford,FREESTYLE,"75,456",1st Owner,Diesel,"₹5,21,599",Manual,TITANIUM 1.5 TDCI Manual,Chandigarh
2279,2016,Maruti,Vitara Brezza,"73,701",1st Owner,Diesel,"₹6,47,899",Manual,ZDI Manual,Chandigarh
2280,2014,Maruti,Wagon R 1.0,"25,501",1st Owner,Petrol,"₹3,04,399",Manual,VXI Manual,Chandigarh
2281,2015,Maruti,Swift Dzire,"83,968",1st Owner,Petrol,"₹4,74,899",Manual,VXI 1.2 BS IV Manual,Chandigarh
2282,2021,Volkswagen,Polo,"6,343",1st Owner,Petrol,"₹8,92,099",Automatic,GTI TSI AT Automatic,Chandigarh
2283,2016,Maruti,Baleno,"49,018",1st Owner,Petrol,"₹5,16,399",Manual,DELTA 1.2 K12 Manual,Chandigarh
2284,2014,Hyundai,Grand i10,"1,24,320",2nd Owner,Diesel,"₹3,35,599",Manual,ASTA 1.1 CRDI Manual,Chandigarh
2285,2019,Hyundai,NEW SANTRO,"11,208",1st Owner,Petrol,"₹4,04,799",Manual,1.1 MAGNA MT Manual,Chandigarh
2286,2018,Maruti,Swift,"11,958",1st Owner,Diesel,"₹5,99,999",Manual,VDI Manual,Chandigarh
2287,2016,Maruti,Wagon R 1.0,"27,300",1st Owner,Petrol,"₹3,77,399",Automatic,VXI AMT Automatic,Chandigarh
2288,2020,Maruti,Alto,"5,994",1st Owner,Petrol,"₹3,70,899",Manual,VXI Manual,Chandigarh
2289,2021,Maruti,Alto,538,1st Owner,Petrol,"₹3,97,399",Manual,VXI Manual,Chandigarh
2290,2016,Maruti,Alto K10,"6,958",1st Owner,Petrol,"₹3,67,999",Manual,VXI AMT Manual,Chandigarh
2291,2019,Hyundai,Grand i10,"23,354",1st Owner,Petrol,"₹5,02,899",Manual,SPORTS 1.2 VTVT Manual,Chandigarh
2292,2011,BMW,3 Series,"64,033",2nd Owner,Diesel,"₹6,75,299",Automatic,320D Automatic,Chandigarh
2293,2018,Toyota,YARIS,"52,770",2nd Owner,Petrol,"₹7,60,599",Manual,J MT Manual,Chandigarh
2294,2016,Ford,Endeavour,"76,019",1st Owner,Diesel,"₹20,52,499",Automatic,3.2l 4X4 AT Titanium Automatic,Chandigarh
2295,2018,Maruti,Dzire,"45,990",2nd Owner,Petrol,"₹5,45,999",Manual,VXI Manual,Chandigarh
2296,2018,Mahindra,Scorpio,"55,722",3rd Owner,Diesel,"₹10,90,099",Manual,S7 140 BHP 2WD Manual,Chandigarh
2297,2020,Hyundai,Elite i20,"6,140",1st Owner,Petrol,"₹7,04,199",Manual,1.2 SPORTS PLUS VTVT Manual,Chandigarh
2298,2019,Hyundai,Elite i20,"10,717",1st Owner,Petrol,"₹7,24,399",Manual,1.2 SPORTS PLUS VTVT Manual,Chandigarh
2299,2017,Maruti,Celerio,"36,918",1st Owner,Petrol,"₹3,81,999",Manual,VXI Manual,Chandigarh
2300,2018,Ford,Ecosport,"34,750",1st Owner,Diesel,"₹6,77,399",Manual,1.5 TREND+ TDCI Manual,Chandigarh
2301,2019,Hyundai,Elite i20,"28,651",1st Owner,Petrol,"₹6,83,499",Manual,1.2 SPORTS PLUS VTVT Manual,Chandigarh
2302,2016,Maruti,Baleno,"21,050",1st Owner,Petrol,"₹4,92,499",Manual,DELTA 1.2 K12 Manual,Chandigarh
2303,2017,Hyundai,Verna,"92,728",1st Owner,Diesel,"₹7,56,299",Manual,1.6 CRDI SX Manual,Chandigarh
2304,2019,Volkswagen,Polo,"29,447",1st Owner,Petrol,"₹8,09,699",Automatic,GT TSI Automatic,Chandigarh
2305,2014,Maruti,Swift Dzire,"1,03,554",2nd Owner,Diesel,"₹4,27,199",Manual,VDI BS IV Manual,Chandigarh
2306,2017,Maruti,Swift,"30,848",2nd Owner,Petrol,"₹5,25,399",Manual,VXI Manual,Chandigarh
2307,2020,Mahindra,XUV500,"7,781",1st Owner,Diesel,"₹14,55,799",Manual,W7 FWD Manual,Chandigarh
2308,2014,Maruti,Swift Dzire,"1,22,399",1st Owner,Diesel,"₹4,52,399",Manual,VDI BS IV Manual,Chandigarh
2309,2013,Hyundai,i20,"41,976",2nd Owner,Petrol,"₹4,51,099",Manual,MAGNA O 1.2 Manual,Chandigarh
2310,2018,Hyundai,New Elantra,"44,347",1st Owner,Diesel,"₹15,08,899",Automatic,1.6 SX AT O Automatic,Chandigarh
2311,2020,Maruti,Alto,"22,537",1st Owner,Petrol,"₹3,02,799",Manual,LXI Manual,Chandigarh
2312,2020,Maruti,Alto,"25,445",1st Owner,Petrol,"₹3,47,999",Manual,LXI Manual,Chandigarh
2313,2012,Toyota,Fortuner,"91,394",2nd Owner,Diesel,"₹13,14,299",Automatic,3.0 AT 4X2 Automatic,Chandigarh
2314,2017,Tata,NEXON,"76,835",1st Owner,Petrol,"₹5,68,899",Manual,XM 1.2 Manual,Chandigarh
2315,2018,Tata,NEXON,"47,826",1st Owner,Petrol,"₹5,75,199",Manual,XM 1.2 Manual,Chandigarh
2316,2020,Volkswagen,Polo,"22,926",1st Owner,Petrol,"₹5,28,499",Manual,Trendline 1.0 L Petrol Manual,Chandigarh
2317,2016,Maruti,Swift Dzire,"39,042",2nd Owner,Diesel,"₹5,28,299",Manual,VDI ABS Manual,Chandigarh
2318,2018,Hyundai,Creta,"86,809",1st Owner,Diesel,"₹8,63,599",Manual,1.4 E PLUS CRDI Manual,Chandigarh
2319,2019,Honda,Amaze,"20,587",1st Owner,Petrol,"₹5,86,899",Manual,1.2 SMT I VTEC Manual,Chandigarh
2320,2016,Toyota,Innova Crysta,"1,03,110",1st Owner,Diesel,"₹12,24,999",Manual,2.4 GX 7 STR Manual,Chandigarh
2321,2013,Maruti,Swift Dzire,"1,03,531",2nd Owner,Diesel,"₹3,86,599",Manual,ZDI Manual,Chandigarh
2322,2016,Hyundai,Creta,"34,087",1st Owner,Petrol,"₹9,16,099",Manual,1.6 SX PLUS PETROL Manual,Chandigarh
2323,2017,Hyundai,Grand i10,"44,147",1st Owner,Petrol,"₹4,94,599",Manual,ASTA 1.2 KAPPA VTVT Manual,Chandigarh
2324,2018,Maruti,Dzire,"40,814",1st Owner,Diesel,"₹5,95,499",Manual,VDI Manual,Chandigarh
2325,2015,Audi,A4,"41,462",1st Owner,Diesel,"₹18,17,399",Automatic,35 TDI PREMIUM PLUS SUNROOF Automatic,Chandigarh
2326,2017,Maruti,Vitara Brezza,"41,289",1st Owner,Diesel,"₹7,63,999",Manual,ZDI Manual,Chandigarh
2327,2018,Maruti,Vitara Brezza,"38,872",1st Owner,Diesel,"₹7,55,199",Manual,ZDI Manual,Chandigarh
2328,2016,Hyundai,Grand i10,"22,387",1st Owner,Petrol,"₹4,36,499",Manual,ASTA 1.2 (O) VTVT Manual,Chandigarh
2329,2019,Maruti,Vitara Brezza,"48,594",1st Owner,Diesel,"₹8,39,099",Manual,ZDI Manual,Chandigarh
2330,2017,Toyota,Innova Crysta,"85,295",1st Owner,Diesel,"₹14,99,499",Automatic,Touring Sport Diesel AT Automatic,Faridabad
2331,2017,Maruti,Wagon R 1.0,"4,956",1st Owner,Petrol,"₹3,89,199",Manual,VXI Manual,Faridabad
2332,2015,Maruti,Swift,"37,925",1st Owner,Diesel,"₹4,05,199",Manual,VDI ABS Manual,Faridabad
2333,2020,KIA,SELTOS,"5,822",2nd Owner,Petrol,"₹11,36,999",Manual,HTK 1.5 PETROL Manual,Faridabad
2334,2017,Ford,New Figo,"41,678",2nd Owner,Diesel,"₹4,82,799",Manual,1.5 TITANIUM Manual,Faridabad
2335,2020,Maruti,New Wagon-R,"6,879",1st Owner,Petrol,"₹4,90,799",Manual,LXI 1.0 L Manual,Faridabad
2336,2019,Honda,Civic,"15,416",1st Owner,Petrol,"₹15,20,999",Automatic,VX CVT i-VTEC Automatic,Faridabad
2337,2016,Maruti,Vitara Brezza,"70,555",2nd Owner,Diesel,"₹6,35,399",Manual,ZDI Manual,Faridabad
2338,2019,Hyundai,GRAND I10 NIOS,"3,747",1st Owner,Petrol,"₹6,22,699",,Asta Petrol,Faridabad
2339,2014,Toyota,Innova,"86,859",1st Owner,Diesel,"₹7,08,499",Manual,2.5 GX 7 STR BS IV Manual,Faridabad
2340,2016,Hyundai,Creta,"95,195",1st Owner,Diesel,"₹8,62,499",Manual,1.6 SX PLUS DIESEL Manual,Faridabad
2341,2018,Datsun,Redi Go,"21,607",1st Owner,Petrol,"₹3,40,399",,1.0 S AT,Faridabad
2342,2018,Ford,Ecosport,"21,169",1st Owner,Diesel,"₹8,67,799",Manual,1.5TITANIUM TDCI Manual,Faridabad
2343,2013,Maruti,Swift Dzire,"49,944",2nd Owner,Diesel,"₹3,54,299",Manual,LDI BS IV Manual,Faridabad
2344,2017,Tata,Tiago,"80,573",1st Owner,Petrol,"₹4,59,599",Manual,XT 1.2 REVOTRON Manual,Faridabad
2345,2014,Ford,Ecosport,"62,254",1st Owner,Diesel,"₹5,40,099",Manual,1.5TITANIUM TDCI Manual,Faridabad
2346,2017,Maruti,Vitara Brezza,"34,749",1st Owner,Diesel,"₹8,34,399",Manual,VDI OPT Manual,Faridabad
2347,2017,Maruti,Vitara Brezza,"83,741",1st Owner,Diesel,"₹7,03,399",Manual,VDI OPT Manual,Faridabad
2348,2018,Maruti,Vitara Brezza,"71,192",1st Owner,Diesel,"₹7,20,399",Manual,VDI OPT Manual,Faridabad
2349,2018,Maruti,Vitara Brezza,"54,687",1st Owner,Diesel,"₹7,54,299",Manual,ZDI Manual,Faridabad
2350,2015,Maruti,Swift Dzire,"61,732",1st Owner,Petrol,"₹4,76,699",Manual,VXI 1.2 BS IV Manual,Faridabad
2351,2015,Maruti,Swift,"53,260",1st Owner,Diesel,"₹5,98,999",Manual,VDI ABS Manual,Faridabad
2352,2015,Maruti,Swift,"76,264",1st Owner,Diesel,"₹4,55,299",Manual,VDI ABS Manual,Faridabad
2353,2012,Maruti,Swift Dzire,"54,918",1st Owner,Diesel,"₹4,55,499",Manual,VDI BS IV Manual,Faridabad
2354,2015,Maruti,Swift,"1,04,005",1st Owner,Diesel,"₹4,04,899",Manual,VDI ABS Manual,Faridabad
2355,2014,Maruti,Swift,"41,996",1st Owner,Diesel,"₹4,12,299",Manual,VDI Manual,Faridabad
2356,2017,Maruti,Alto 800,"63,567",1st Owner,Petrol,"₹3,49,399",Manual,LXI Manual,Faridabad
2357,2014,Maruti,Swift,"1,02,773",1st Owner,Diesel,"₹4,30,299",Manual,VDI Manual,Faridabad
2358,2019,Maruti,Alto K10,"8,574",1st Owner,Petrol,"₹4,14,799",Manual,VXI Manual,Faridabad
2359,2017,Ford,Ecosport,"40,139",1st Owner,Petrol,"₹6,69,799",Automatic,1.5 TITANIUM TI VCT AT Automatic,Faridabad
2360,2015,Honda,Amaze,"62,462",1st Owner,Petrol,"₹4,89,699",Manual,1.2 SMT I VTEC Manual,Faridabad
2361,2015,Maruti,Swift,"56,552",1st Owner,Diesel,"₹4,68,599",Manual,VDI ABS Manual,Faridabad
2362,2011,Hyundai,i20,"44,007",1st Owner,Petrol,"₹2,58,999",Manual,MAGNA O 1.2 Manual,Faridabad
2363,2011,Hyundai,i10,"55,623",1st Owner,Petrol,"₹1,88,799",Manual,ERA 1.1 IRDE Manual,Faridabad
2364,2016,Hyundai,Grand i10,"26,951",1st Owner,Petrol,"₹4,15,399",Manual,MAGNA 1.2 KAPPA VTVT Manual,Faridabad
