,year,company name,car model,km driven,ownership,Fuel,Price,Transmission,Variant,City
792,2014,Maruti,Swift,"89,794",1st Owner,Diesel,"₹4,65,699",Manual,VDI Manual,Pune
793,2017,Maruti,Ertiga,"62,533",1st Owner,Diesel,"₹8,22,399",Manual,ZDI PLUS SHVS Manual,Pune
794,2015,Maruti,Swift Dzire,"1,11,167",2nd Owner,Diesel,"₹5,00,099",Manual,VDI ABS Manual,Pune
795,2016,Hyundai,Grand i10,"33,565",2nd Owner,Petrol,"₹4,14,099",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Pune
796,2018,Honda,WR-V,"37,639",1st Owner,Diesel,"₹7,56,599",Manual,1.5 i-DTEC VX MT Manual,Pune
797,2017,Maruti,Wagon R 1.0,"33,826",1st Owner,Petrol,"₹4,05,399",Manual,VXI Manual,Pune
798,2013,Maruti,Swift Dzire,"39,859",1st Owner,Petrol,"₹4,16,299",Manual,ZXI 1.2 BS IV Manual,Pune
799,2016,Honda,Brio,"15,805",1st Owner,Petrol,"₹4,00,799",Manual,1.2 S MT I VTEC Manual,Pune
800,2015,Maruti,Celerio,"22,159",1st Owner,Petrol,"₹3,62,299",Manual,VXI Manual,Pune
801,2018,Maruti,IGNIS,"11,321",1st Owner,Petrol,"₹5,69,499",Automatic,ZETA 1.2 K12 AMT Automatic,Pune
802,2018,Maruti,Swift,"23,649",1st Owner,Petrol,"₹6,18,799",Automatic,ZXI AMT Automatic,Pune
803,2019,Maruti,Vitara Brezza,"42,680",1st Owner,Diesel,"₹8,04,599",Manual,VDI Manual,Pune
804,2017,Tata,Nano,"41,959",1st Owner,Petrol,"₹2,25,799",Automatic,TWIST XTA Automatic,Pune
805,2018,Maruti,Vitara Brezza,"35,579",1st Owner,Diesel,"₹9,43,499",Automatic,ZDI AMT Automatic,Pune
806,2017,Maruti,Celerio,"10,142",1st Owner,Petrol,"₹4,09,799",Manual,VXI Manual,Pune
807,2020,Maruti,S PRESSO,"8,651",1st Owner,Petrol,"₹4,32,499",Manual,VXI Manual,Pune
808,2017,Maruti,Alto 800,"15,575",1st Owner,Petrol,"₹3,13,799",Manual,LXI Manual,Pune
809,2010,Hyundai,i20,"87,846",2nd Owner,Petrol + CNG,"₹1,63,299",Manual,MAGNA O 1.2 Manual,Pune
810,2017,Maruti,Ertiga,"93,844",1st Owner,Diesel,"₹7,57,699",Manual,VDI SHVS Manual,Pune
811,2017,Maruti,Dzire,"37,024",1st Owner,Petrol,"₹5,62,099",Manual,ZXI Manual,Pune
812,2017,Maruti,Baleno,"60,665",2nd Owner,Petrol + CNG,"₹5,32,299",Manual,DELTA 1.2 K12 Manual,Pune
813,2009,Toyota,Camry,"99,864",1st Owner,Petrol,"₹3,07,299",Automatic,W4 AT Automatic,Pune
814,2020,Hyundai,VENUE,"4,489",1st Owner,Petrol,"₹9,52,499",Manual,SX 1.0 GDI IMT Manual,Pune
815,2020,Hyundai,VENUE,547,1st Owner,Petrol,"₹8,26,399",Manual,S MT 1.2 KAPPA Manual,Pune
816,2018,Maruti,Swift,"8,339",1st Owner,Petrol,"₹5,86,999",Manual,VXI Manual,Pune
817,2016,Mahindra,Kuv100,"44,486",1st Owner,Petrol,"₹3,90,799",Manual,K6+ 5 STR Manual,Pune
818,2015,Hyundai,Creta,"1,10,584",1st Owner,Diesel,"₹9,07,699",Manual,1.6 SX CRDI Manual,Pune
819,2016,Hyundai,Creta,"43,682",1st Owner,Petrol,"₹7,95,399",Manual,1.6 SX PLUS PETROL Manual,Pune
820,2011,Toyota,Etios,"47,256",2nd Owner,Petrol,"₹3,08,599",Manual,V Manual,Pune
821,2016,Volkswagen,Ameo,"31,192",2nd Owner,Petrol,"₹5,26,499",Manual,HIGHLINE 1.2 Manual,Pune
822,2016,Hyundai,Creta,"53,826",1st Owner,Petrol,"₹8,23,699",,1.6 SX PLUS VTVT,Pune
823,2014,Hyundai,Xcent,"56,864",3rd Owner,Petrol,"₹3,97,799",Automatic,SX AT 1.2 OPT Automatic,Pune
824,2017,Hyundai,i20 Active,"57,900",1st Owner,Petrol,"₹5,82,699",Manual,1.2 S Manual,Pune
825,2014,Hyundai,Elite i20,"43,096",2nd Owner,Petrol,"₹5,12,599",Manual,ASTA 1.2 Manual,Pune
826,2016,Maruti,Vitara Brezza,"97,103",1st Owner,Diesel,"₹7,73,199",Manual,ZDI PLUS Manual,Pune
827,2017,Honda,WR-V,"1,00,164",1st Owner,Petrol,"₹6,92,499",Manual,1.2 i-VTEC VX MT Manual,Pune
828,2016,Hyundai,i20 Active,"82,548",1st Owner,Diesel,"₹5,96,399",Manual,1.4 S Manual,Pune
829,2017,Honda,WR-V,"37,871",1st Owner,Petrol,"₹7,23,799",Manual,1.2 i-VTEC VX MT Manual,Pune
830,2019,Toyota,Glanza,"2,407",1st Owner,Petrol,"₹8,41,099",Automatic,V CVT Automatic,Pune
831,2017,Honda,WR-V,"53,017",1st Owner,Diesel,"₹7,61,999",Manual,1.5 i-DTEC VX MT Manual,Pune
832,2018,Ford,Figo Aspire,"47,965",1st Owner,Diesel,"₹5,16,399",Manual,1.5 TREND DIESEL Manual,Pune
833,2017,Maruti,Dzire,"15,738",1st Owner,Diesel,"₹6,71,699",Manual,VDI Manual,Pune
834,2017,Maruti,Dzire,"1,07,185",1st Owner,Diesel,"₹6,74,399",Manual,VDI Manual,Pune
835,2019,Hyundai,VENUE,"11,482",1st Owner,Diesel,"₹9,11,699",Manual,1.4 CRDI S MT Manual,Pune
836,2016,Hyundai,Creta,"36,863",1st Owner,Petrol,"₹8,76,899",Manual,1.6 SX PLUS VTVT Manual,Pune
837,2019,Hyundai,VENUE,"12,231",1st Owner,Petrol,"₹10,58,399",Manual,1.0L Turbo GDI SX(O) MT Manual,Pune
838,2019,Hyundai,VENUE,"23,558",1st Owner,Diesel,"₹9,94,699",Manual,SX(O) CRDi Manual,Pune
839,2017,Maruti,Dzire,"92,719",1st Owner,Petrol,"₹7,18,499",Automatic,ZXI AMT Automatic,Pune
840,2017,Maruti,Dzire,"40,204",1st Owner,Diesel,"₹7,30,399",Manual,ZDI Manual,Pune
841,2016,Hyundai,Elite i20,"45,362",1st Owner,Petrol,"₹5,60,499",Manual,ASTA 1.2 Manual,Pune
842,2019,Ford,Figo Aspire,"14,526",1st Owner,Petrol,"₹5,69,999",Manual,1.2 TITANIUM PETROL Manual,Pune
843,2017,Maruti,Dzire,"19,822",1st Owner,Petrol,"₹6,28,699",Automatic,VXI AMT Automatic,Pune
844,2017,Renault,Kwid,"31,147",1st Owner,Petrol,"₹3,03,199",Manual,1.0 RXT Manual,Pune
845,2014,Maruti,Celerio,"24,317",1st Owner,Petrol,"₹3,83,299",Manual,ZXI OPT Manual,Pune
846,2016,Hyundai,Creta,"39,036",2nd Owner,Petrol,"₹9,44,399",Automatic,1.6 SX PLUS AUTO PETROL Automatic,Pune
847,2018,Datsun,Redi Go,"4,190",1st Owner,Petrol,"₹2,66,799",Manual,A Manual,Pune
848,2016,Maruti,Baleno,"50,022",1st Owner,Petrol,"₹5,12,799",Manual,ZETA 1.2 K12 Manual,Pune
849,2015,Hyundai,Elite i20,"32,895",1st Owner,Diesel,"₹6,09,199",Manual,ASTA 1.4 CRDI Manual,Pune
850,2017,Hyundai,Elite i20,"11,371",1st Owner,Petrol,"₹5,39,199",Manual,ERA 1.2 Manual,Pune
851,2017,Ford,Ecosport,"66,188",1st Owner,Diesel,"₹6,46,099",Manual,1.5TITANIUM TDCI Manual,Pune
852,2017,Maruti,S Cross,"32,479",1st Owner,Diesel,"₹7,16,799",Manual,ZETA 1.3 Manual,Pune
853,2018,Hyundai,Creta,"48,945",3rd Owner,Diesel,"₹9,09,099",Manual,1.4 E PLUS CRDI Manual,Pune
854,2019,KIA,SELTOS,"14,320",1st Owner,Petrol,"₹17,28,499",Manual,GTX+ 1.4 MT Manual,Pune
855,2019,KIA,SELTOS,"5,348",1st Owner,Petrol,"₹18,50,999",,GTX+ 1.4 MT,Pune
856,2015,Volkswagen,Vento,"62,093",1st Owner,Petrol,"₹5,46,399",Manual,HIGHLINE PETROL Manual,Pune
857,2018,Hyundai,Elite i20,"21,666",1st Owner,Petrol,"₹5,83,399",Manual,Magna Executive 1.2 Manual,Pune
858,2017,Maruti,S Cross,"43,867",1st Owner,Diesel,"₹7,38,799",Manual,DELTA 1.3 Manual,Pune
859,2019,Hyundai,Creta,"12,012",1st Owner,Diesel,"₹15,03,699",Manual,1.6 SX AT CRDI Manual,Pune
860,2017,Maruti,IGNIS,"12,099",1st Owner,Petrol,"₹4,76,599",Manual,DELTA 1.2 K12 Manual,Pune
861,2019,KIA,SELTOS,"12,046",1st Owner,Petrol,"₹17,78,199",Manual,GTX+ 1.4 MT Manual,Pune
862,2020,Maruti,Swift,"16,286",1st Owner,Petrol,"₹6,15,399",Manual,VXI Manual,Pune
863,2019,Hyundai,Elite i20,"1,898",1st Owner,Petrol,"₹7,34,399",Manual,1.2 SPORTS PLUS VTVT Manual,Pune
864,2018,Maruti,Ciaz,"15,112",1st Owner,Petrol,"₹7,80,499",Automatic,ALPHA 1.4 VVT AMT Automatic,Pune
865,2019,MG,HECTOR,"2,978",1st Owner,Petrol,"₹18,63,999",Automatic,SHARP DCT PETROL Automatic,Pune
866,2017,Hyundai,Elite i20,"32,251",1st Owner,Petrol,"₹6,12,999",Manual,SPORTZ 1.2 Manual,Pune
867,2017,Toyota,Camry,"69,593",1st Owner,Petrol,"₹18,77,199",Manual,HYBRID Manual,Pune
868,2017,Maruti,S Cross,"67,396",1st Owner,Diesel,"₹7,98,899",Manual,ZETA 1.3 Manual,Pune
869,2017,Hyundai,Creta,"1,18,008",1st Owner,Diesel,"₹8,56,799",Manual,1.6 SX CRDI Manual,Pune
870,2020,Maruti,New Wagon-R,996,1st Owner,Petrol,"₹6,17,599",Automatic,ZXI 1.2L AGS Automatic,Pune
871,2018,Hyundai,Verna,"24,240",2nd Owner,Petrol,"₹10,47,399",Automatic,1.6 SX VTVT AT (O) Automatic,Pune
872,2018,Hyundai,Verna,"16,869",2nd Owner,Petrol,"₹10,53,399",Automatic,1.6 SX VTVT AT (O) Automatic,Pune
873,2019,Maruti,Alto,"21,494",2nd Owner,Petrol,"₹3,52,199",Manual,VXI Manual,Pune
874,2017,Hyundai,Elite i20,"11,375",1st Owner,Petrol,"₹6,37,399",Manual,ASTA 1.2 (O) Manual,Pune
875,2014,Ford,Ecosport,"39,985",1st Owner,Petrol,"₹5,67,399",Manual,1.5AMBIENTE TI VCT Manual,Pune
876,2018,Hyundai,Creta,"42,360",2nd Owner,Diesel,"₹13,07,499",Manual,1.6 SX AT CRDI Manual,Pune
877,2020,KIA,SELTOS,"20,305",1st Owner,Diesel,"₹15,57,599",Automatic,HTK PLUS AT 1.5 DIESEL Automatic,Pune
878,2018,Maruti,Dzire,"15,755",1st Owner,Petrol,"₹6,62,199",Manual,VXI Manual,Pune
879,2018,Ford,Ecosport,"12,961",1st Owner,Petrol,"₹8,27,299",Manual,1.5 TITANIUM PLUS TI VCT AT Manual,Pune
880,2018,Honda,City,"18,363",1st Owner,Petrol,"₹10,50,299",Manual,V MT PETROL Manual,Pune
881,2017,Hyundai,Eon,"1,140",1st Owner,Petrol,"₹3,46,999",Manual,MAGNA PLUS Manual,Pune
882,2016,Maruti,Baleno,"42,062",1st Owner,Petrol,"₹6,31,899",Automatic,ZETA 1.2 K12 CVT Automatic,Pune
883,2015,Honda,Brio,"30,487",1st Owner,Petrol,"₹3,82,599",Manual,1.2 S MT I VTEC Manual,Pune
884,2016,Volkswagen,Polo,"48,730",2nd Owner,Petrol,"₹5,97,199",Automatic,GT TSI 1.2 PETROL AT Automatic,Pune
885,2019,Maruti,Baleno,"15,112",1st Owner,Petrol,"₹6,47,599",Manual,DELTA 1.2 K12 Manual,Pune
886,2018,Honda,WR-V,"17,699",1st Owner,Petrol,"₹7,76,199",Manual,1.2 i-VTEC VX MT Manual,Pune
887,2018,Ford,Ecosport,"40,157",1st Owner,Diesel,"₹8,59,499",Manual,1.5TITANIUM TDCI Manual,Pune
888,2018,Hyundai,Verna,"12,584",1st Owner,Petrol,"₹11,23,999",Automatic,1.6 SX VTVT AT (O) Automatic,Pune
889,2019,Ford,Ecosport,"17,463",1st Owner,Petrol,"₹8,95,299",Manual,1.5 TITANIUM TI VCT Manual,Pune
890,2017,Maruti,Baleno,"12,840",2nd Owner,Petrol,"₹6,04,199",Manual,RS 1.0 PETROL Manual,Pune
891,2018,Honda,WR-V,"16,631",1st Owner,Petrol,"₹8,50,899",Manual,1.2 i-VTEC VX MT Manual,Pune
892,2017,Maruti,Celerio,"66,663",1st Owner,Petrol,"₹4,22,899",Manual,VXI Manual,Pune
893,2019,Maruti,IGNIS,"13,058",1st Owner,Petrol,"₹5,53,499",Automatic,ZETA 1.2 K12 AMT Automatic,Pune
894,2016,Hyundai,Grand i10,"32,812",1st Owner,Petrol,"₹4,33,799",Manual,SPORTS 1.2 VTVT Manual,Pune
895,2019,Maruti,Vitara Brezza,"21,250",1st Owner,Diesel,"₹9,00,899",Manual,VDI Manual,Pune
896,2015,Maruti,Alto K10,"24,518",1st Owner,Petrol,"₹2,65,799",Manual,VXI Manual,Pune
897,2018,Ford,Ecosport,"11,860",1st Owner,Petrol,"₹8,87,999",Manual,1.5 TITANIUM PLUS TI VCT AT Manual,Pune
898,2019,Hyundai,Grand i10,"4,031",1st Owner,Petrol,"₹5,26,999",Manual,MAGNA 1.2 KAPPA VTVT Manual,Pune
899,2013,Maruti,Swift,"36,351",1st Owner,Petrol,"₹3,97,799",Manual,VXI Manual,Pune
900,2017,Maruti,Baleno,"31,950",1st Owner,Petrol,"₹6,28,799",Manual,ALPHA 1.2 K12 Manual,Pune
901,2020,Maruti,Vitara Brezza,"23,940",1st Owner,Petrol,"₹9,11,499",Manual,ZXI Manual,Pune
902,2016,Toyota,Corolla Altis,"90,835",1st Owner,Petrol,"₹10,78,799",Automatic,VL AT Automatic,Pune
903,2018,Maruti,Dzire,"6,778",1st Owner,Petrol,"₹6,89,599",Manual,VXI Manual,Pune
904,2018,Maruti,Vitara Brezza,"36,894",1st Owner,Diesel,"₹8,24,199",Manual,ZDI Manual,Pune
905,2018,Maruti,Celerio,"15,478",1st Owner,Petrol,"₹4,72,699",Manual,VXI Manual,Pune
906,2016,Hyundai,Grand i10,"26,904",1st Owner,Petrol,"₹4,63,199",Manual,SPORTS 1.2 VTVT Manual,Pune
907,2014,Maruti,Swift Dzire,"30,601",2nd Owner,Petrol,"₹4,49,699",Manual,VXI 1.2 BS IV Manual,Pune
908,2020,Hyundai,VENUE,"21,526",1st Owner,Petrol,"₹11,60,199",Automatic,1.0 TURBO GDI SX+ AT Automatic,Pune
909,2018,Maruti,Wagon R 1.0,"35,242",1st Owner,Petrol,"₹4,50,199",Automatic,VXI AMT Automatic,Pune
910,2016,Maruti,Swift,"82,420",1st Owner,Diesel,"₹5,28,999",Manual,ZDI Manual,Pune
911,2017,Maruti,Alto K10,"55,116",1st Owner,Petrol,"₹3,21,699",Manual,VXI OPT Manual,Pune
912,2013,Maruti,Swift Dzire,"42,182",1st Owner,Petrol,"₹4,41,799",Manual,VXI 1.2 BS IV Manual,Pune
913,2019,Maruti,Vitara Brezza,"27,771",1st Owner,Diesel,"₹9,45,499",Manual,VDI Manual,Pune
914,2013,Maruti,Swift Dzire,"72,893",1st Owner,Diesel,"₹5,60,099",Manual,VDI BS IV Manual,Pune
915,2017,Maruti,Baleno,"36,120",1st Owner,Petrol,"₹7,02,799",Manual,ALPHA 1.2 K12 Manual,Pune
916,2018,Maruti,Dzire,"26,367",1st Owner,Diesel,"₹7,82,999",Manual,ZDI Manual,Pune
917,2018,Hyundai,Grand i10,"16,228",2nd Owner,Petrol,"₹5,50,199",Automatic,SPORTS 1.2 AT VTVT Automatic,Pune
918,2018,Honda,Jazz,"23,178",1st Owner,Petrol,"₹6,63,499",Manual,1.2 V MT Manual,Pune
919,2018,Maruti,Celerio,"43,901",1st Owner,Petrol,"₹4,51,699",Manual,ZXI Manual,Pune
920,2018,Maruti,Vitara Brezza,"20,210",1st Owner,Diesel,"₹8,70,499",Manual,ZDI Manual,Pune
921,2017,Maruti,Vitara Brezza,"46,603",1st Owner,Diesel,"₹8,49,099",Manual,ZDI PLUS Manual,Pune
922,2018,Maruti,Vitara Brezza,"26,395",1st Owner,Diesel,"₹8,44,799",Manual,ZDI Manual,Pune
923,2012,Hyundai,i20,"37,982",1st Owner,Petrol,"₹3,67,499",Manual,ASTA 1.2 Manual,Pune
924,2020,Maruti,S PRESSO,"6,794",2nd Owner,Petrol,"₹4,56,099",Automatic,VXI PLUS AGS Automatic,Pune
925,2014,Maruti,Alto 800,"22,626",2nd Owner,Petrol,"₹2,48,999",Manual,LXI Manual,Pune
926,2019,Ford,Ecosport,"10,102",1st Owner,Petrol,"₹9,77,199",,1.5 TITANIUM PLUS TI VCT AT,Pune
927,2019,Maruti,Baleno,"4,333",1st Owner,Petrol,"₹7,50,299",Manual,ALPHA 1.2 K12 Manual,Pune
928,2016,Hyundai,Grand i10,"15,650",1st Owner,Petrol,"₹4,78,599",Manual,SPORTS 1.2 VTVT Manual,Pune
929,2014,Honda,Amaze,"78,312",1st Owner,Petrol,"₹4,61,699",Manual,1.2 SMT I VTEC Manual,Pune
930,2018,Jeep,Compass,"13,908",1st Owner,Petrol,"₹17,16,699",Automatic,LIMITED 1.4 AT Automatic,Pune
931,2020,MG,HECTOR,"8,681",1st Owner,Petrol,"₹17,75,099",Automatic,SHARP DCT PETROL Automatic,Pune
932,2016,Maruti,Alto K10,"25,823",1st Owner,Petrol,"₹2,96,899",Manual,VXI Manual,Pune
933,2019,Maruti,Dzire,"34,404",1st Owner,Diesel,"₹8,33,899",Manual,ZDI Manual,Pune
934,2016,Hyundai,Grand i10,"11,819",2nd Owner,Petrol,"₹5,10,899",Automatic,1.2 ASTA (O) AT Automatic,Pune
935,2018,Jeep,Compass,"25,460",2nd Owner,Petrol,"₹15,76,699",Automatic,LIMITED O 1.4 AT Automatic,Pune
936,2016,Maruti,Alto 800,"16,709",2nd Owner,Petrol,"₹2,64,199",Manual,VXI Manual,Pune
937,2021,Maruti,S PRESSO,470,1st Owner,Petrol,"₹4,69,899",Manual,VXI PLUS Manual,Pune
938,2015,Maruti,Alto 800,"6,248",1st Owner,Petrol,"₹2,91,999",Manual,LXI Manual,Pune
939,2015,Hyundai,Grand i10,"10,267",1st Owner,Petrol,"₹4,74,799",Manual,ASTA AT 1.2 KAPPA VTVT Manual,Pune
940,2017,Maruti,Alto 800,"16,069",1st Owner,Petrol,"₹3,12,899",Manual,VXI Manual,Pune
941,2018,Maruti,Alto 800,"8,465",1st Owner,Petrol,"₹3,20,799",Manual,LXI Manual,Pune
942,2018,Maruti,Alto 800,"28,494",1st Owner,Petrol,"₹3,29,499",Manual,VXI Manual,Pune
943,2017,Maruti,Alto K10,"13,739",1st Owner,Petrol,"₹3,62,299",Manual,VXI (O) AMT Manual,Pune
944,2017,Hyundai,i20 Active,"12,910",1st Owner,Petrol,"₹6,20,799",Manual,1.2 SX Manual,Pune
945,2018,Mahindra,TUV300,"29,735",2nd Owner,Diesel,"₹7,77,999",Manual,T 10 MT Dual Tone Manual,Pune
946,2017,Maruti,Vitara Brezza,"47,948",1st Owner,Diesel,"₹7,14,899",Manual,ZDI Manual,Pune
947,2014,Hyundai,Grand i10,"19,399",1st Owner,Petrol,"₹3,87,099",Manual,MAGNA 1.2 KAPPA VTVT Manual,Pune
948,2020,Mahindra,Bolero,"15,137",1st Owner,Diesel,"₹8,85,188",Manual,B6 (O) Manual,Pune
949,2015,Maruti,Wagon R 1.0,"68,611",3rd Owner,Petrol + CNG,"₹3,32,799",Manual,LXI CNG Manual,Pune
950,2020,Skoda,Rapid,"6,981",1st Owner,Petrol,"₹9,01,299",Manual,1.0 AMBITION TSI MT Manual,Pune
951,2017,Hyundai,Creta,"52,753",1st Owner,Diesel,"₹11,06,599",Automatic,1.6 CRDI SX PLUS AUTO Automatic,Pune
952,2018,Volkswagen,Polo,"43,686",1st Owner,Petrol,"₹5,06,499",Manual,Trendline 1.0 L Petrol Manual,Pune
953,2014,Hyundai,Xcent,"35,256",1st Owner,Petrol,"₹3,81,699",Manual,S 1.2 Manual,Pune
954,2016,Hyundai,i20 Active,"18,494",1st Owner,Petrol,"₹6,04,199",Manual,1.2 SX Manual,Pune
955,2019,Maruti,Ertiga,"31,584",1st Owner,Diesel,"₹8,57,499",Manual,VDI Manual,Pune
956,2016,Maruti,Ciaz,"30,032",1st Owner,Petrol,"₹5,59,699",Manual,VXI PLUS Manual,Pune
957,2019,Tata,Harrier,"22,757",1st Owner,Diesel,"₹14,96,999",Manual,XZ 2.0L Kryotec Manual,Pune
958,2017,Hyundai,Xcent,"24,262",1st Owner,Petrol + CNG,"₹4,97,599",Manual,E PLUS Manual,Pune
959,2014,Ford,Figo,"43,237",1st Owner,Diesel,"₹3,03,999",Manual,1.4 TITANIUM DURATORQ Manual,Pune
960,2014,Hyundai,Xcent,"41,980",1st Owner,Petrol,"₹4,20,699",Manual,S 1.2 OPT Manual,Pune
961,2016,Hyundai,Creta,"39,104",1st Owner,Petrol,"₹10,56,399",Automatic,1.6 SX PLUS AUTO PETROL Automatic,Pune
962,2017,Maruti,Dzire,"38,194",1st Owner,Petrol,"₹6,47,999",Automatic,ZXI Plus AMT Automatic,Pune
963,2018,Tata,Hexa,"29,404",1st Owner,Diesel,"₹11,22,599",Manual,Varicor 320 XE Manual,Pune
964,2019,Maruti,New Wagon-R,"26,538",1st Owner,Petrol,"₹5,23,899",,ZXI 1.2,Pune
965,2017,Toyota,Innova Crysta,"44,371",1st Owner,Diesel,"₹15,45,899",Automatic,2.8 GX AT 7 STR Automatic,Pune
966,2019,Hyundai,VENUE,"26,448",1st Owner,Petrol,"₹10,81,099",Automatic,1.0 TURBO GDI SX+ AT Automatic,Pune
967,2012,Honda,Jazz,"65,710",2nd Owner,Petrol,"₹3,23,899",Manual,1.2 SELECT I VTEC Manual,Pune
968,2014,Maruti,Wagon R Stingray,"59,494",1st Owner,Petrol + CNG,"₹3,24,999",Manual,VXI Manual,Pune
969,2019,Maruti,Swift,"19,590",1st Owner,Diesel,"₹7,03,799",Manual,VDI Manual,Pune
970,2018,Maruti,Ciaz,"14,122",1st Owner,Petrol,"₹7,12,699",Manual,DELTA 1.5 SHVS VVT Manual,Pune
971,2015,Ford,Ecosport,"27,468",1st Owner,Petrol,"₹5,23,499",Manual,1.5 TITANIUM TI VCT Manual,Pune
972,2020,Maruti,Ertiga,"32,402",1st Owner,Petrol + CNG,"₹10,30,799",Manual,VXI CNG Manual,Pune
973,2015,Ford,Ecosport,"62,314",2nd Owner,Diesel,"₹5,41,699",Manual,1.5TITANIUM TDCI Manual,Pune
974,2020,Maruti,Swift,"1,550",1st Owner,Petrol,"₹6,27,799",Manual,VXI Manual,Pune
975,2017,Maruti,Ertiga,"46,339",1st Owner,Diesel,"₹7,70,599",Manual,VDI SHVS Manual,Pune
976,2015,Maruti,Swift Dzire,"95,918",1st Owner,Petrol,"₹4,22,999",Manual,VXI 1.2 BS IV Manual,Pune
977,2016,Hyundai,Grand i10,"53,881",1st Owner,Petrol,"₹4,08,799",Manual,SPORTS 1.2 VTVT Manual,Pune
978,2017,Maruti,Baleno,"48,530",1st Owner,Petrol,"₹5,33,999",Manual,ZETA 1.2 K12 Manual,Pune
979,2018,Maruti,Ciaz,"31,002",1st Owner,Petrol,"₹8,08,499",Automatic,ZETA 1.4 VVT AMT Automatic,Pune
980,2017,Honda,City,"44,106",1st Owner,Petrol,"₹9,11,099",Automatic,ZX CVT Automatic,Pune
981,2018,Ford,Ecosport,"12,488",1st Owner,Petrol,"₹7,49,699",,TREND + 1.5 TI VCT AT,Pune
982,2019,Renault,Kwid,"10,737",1st Owner,Petrol,"₹3,90,599",Manual,RXL Manual,Pune
983,2017,Maruti,Vitara Brezza,"46,304",1st Owner,Diesel,"₹6,70,499",Manual,VDI OPT Manual,Pune
984,2016,Maruti,Swift Dzire,"64,120",1st Owner,Diesel,"₹5,80,099",Manual,VDI BS IV Manual,Pune
985,2019,Honda,Amaze,"23,810",2nd Owner,Diesel,"₹7,75,499",Automatic,VX AT I DTEC Automatic,Pune
986,2018,Hyundai,Verna,"12,729",1st Owner,Diesel,"₹10,84,299",Automatic,1.6 CRDI SX + AT Automatic,Pune
987,2013,Hyundai,i20,"22,785",2nd Owner,Petrol,"₹3,73,999",Manual,SPORTZ 1.2 VTVT Manual,Pune
988,2018,Honda,Amaze,"14,604",1st Owner,Petrol,"₹6,40,799",Manual,1.2 VXMT I VTEC Manual,Pune
989,2018,Maruti,Ciaz,"15,511",1st Owner,Diesel,"₹8,98,799",Manual,ALPHA 1.3 DDIS SHVS Manual,Pune
990,2011,Hyundai,i10,"23,073",2nd Owner,Petrol,"₹2,28,699",Automatic,SPORTZ 1.2 AT KAPPA2 Automatic,Pune
991,2012,Maruti,Swift Dzire,"49,478",1st Owner,Petrol,"₹3,64,099",Manual,VXI 1.2 BS IV Manual,Pune
992,2016,Hyundai,Grand i10,"29,826",1st Owner,Petrol,"₹4,19,999",Manual,ASTA AT 1.2 KAPPA VTVT Manual,Pune
993,2014,Hyundai,Grand i10,"52,072",1st Owner,Petrol,"₹4,02,899",Manual,MAGNA 1.2 KAPPA VTVT Manual,Pune
994,2020,Maruti,Dzire,"3,000",1st Owner,Petrol,"₹7,58,599",Automatic,VXI AMT Automatic,Pune
995,2019,Ford,Ecosport,"17,152",1st Owner,Diesel,"₹9,26,299",Manual,1.5 TITANIUM THUNDER EDITION TI TDCI Manual,Pune
996,2019,Renault,Kwid,"7,547",1st Owner,Petrol,"₹4,83,599",Automatic,RXT 1.0 EASY-R AT OPTION Automatic,Pune
997,2020,MG,HECTOR,"8,149",1st Owner,Petrol,"₹16,99,799",,SHARP DCT PETROL,Pune
998,2018,Maruti,Swift,"5,284",1st Owner,Diesel,"₹6,50,399",Manual,VDI Manual,Pune
999,2015,Maruti,Celerio,"21,306",1st Owner,Petrol,"₹3,78,199",Manual,VXI Manual,Pune
1000,2017,Hyundai,Grand i10,"8,592",1st Owner,Petrol,"₹5,04,199",Manual,Sportz(O) 1.2 MT Manual,Pune
1001,2013,Maruti,Swift,"35,212",1st Owner,Diesel,"₹4,14,199",Manual,VDI Manual,Pune
1002,2013,Honda,Brio,"56,857",1st Owner,Petrol,"₹3,42,199",Automatic,1.2 VX AT I VTEC Automatic,Pune
1003,2018,Maruti,Vitara Brezza,"35,944",1st Owner,Diesel,"₹9,46,499",Automatic,ZDI + AMT Automatic,Pune
1004,2017,Maruti,Celerio,"25,109",1st Owner,Petrol + CNG,"₹4,29,399",Manual,VXI CNG Manual,Pune
1005,2016,Maruti,Wagon R 1.0,"19,759",1st Owner,Petrol,"₹4,13,399",Automatic,VXI AMT Automatic,Pune
1006,2018,Maruti,Vitara Brezza,"59,639",1st Owner,Diesel,"₹8,49,099",Manual,ZDI PLUS DUAL TONE Manual,Pune
1007,2017,Maruti,Alto K10,"1,519",1st Owner,Petrol + CNG,"₹3,57,699",Manual,LXI CNG (O) Manual,Pune
1008,2016,Datsun,Redi Go,"48,135",1st Owner,Petrol,"₹2,32,599",Manual,T (O) Manual,Pune
1009,2017,Volkswagen,Polo,"12,773",1st Owner,Petrol,"₹7,47,099",Automatic,GT TSI 1.2 PETROL AT Automatic,Pune
1010,2017,Renault,Kwid,"29,055",1st Owner,Petrol,"₹3,19,999",Manual,RXT Manual,Pune
1011,2019,Maruti,New Wagon-R,"3,555",1st Owner,Petrol,"₹5,21,899",,VXI 1.0,Pune
